inso;ordc;10;9;13;0
inso;ordc;100;99;103;0
inso;ordc;1000;999;1003;0
inso;ordc;10000;9999;10003;0
inso;ordc;100000;99999;100003;0,001
inso;ordc;1000000;999999;1000003;0,007
inso;ordi;10;37;50;0
inso;ordi;100;4850;4951;0
inso;ordi;1000;498499;499499;0,002
inso;ordi;10000;49984716;49994433;0,187
inso;ordi;100000;704880029;4999944651;18,155
inso;ordi;1000000;1782287889;5,00E+11;1878,883
inso;ale;10;26;33;0
inso;ale;100;2384;2391;0
inso;ale;10000;22494973;22494987;0,084
inso;ale;100000;994770476;994770482;4,332
inso;ale;1000000;-478463877;8111470721;35,508
inso;ale;1000000;-430777015;8159157583;30,702
